Keyword,Page type,Location,Tag,content_block,Avg. monthly searches,Three month change,YoY change,Competition,Searches: Apr 2025,Searches: May 2025,Searches: Jun 2025,Searches: Jul 2025,Searches: Aug 2025,Searches: Sep 2025,Searches: Oct 2025,Searches: Nov 2025,Searches: Dec 2025,Searches: Jan 2026,Searches: Feb 2026,Searches: Mar 2026
dinner places barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,75%,0%,Medium,70,70,50,50,70,40,40,30,20,40,40,70
dinner spots barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,100%,-43%,Medium,70,70,50,50,90,50,50,20,30,20,40,40
direct bus barcelona sants,City PDP,Barcelona,Misc & branded queries,Unclassified,50,0%,-20%,Low,30,70,20,50,90,90,50,50,50,40,30,40
dosa in barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,40%,0%,Low,40,50,70,90,50,50,50,40,90,50,40,70
eixample barcelona shopping,City PDP,Barcelona,Shopping,Things to do block,50,-20%,0%,Low,70,50,50,50,50,40,50,40,30,50,20,40
el corte ingles barcelona rooftop restaurant,City PDP,Barcelona,Food & drink,Things to do block,50,100%,-43%,Low,50,90,70,90,70,70,50,40,20,20,20,40
el pla restaurant barcelona,City PDP,Barcelona,Food & drink,Things to do block,50,0%,-50%,Low,40,40,40,30,50,50,50,40,50,70,40,70
el salon restaurant barcelona,City PDP,Barcelona,Food & drink,Things to do block,50,0%,-40%,Low,70,50,50,70,50,50,40,40,30,30,50,30
ethiopian food barcelona,City PDP,Barcelona,Food & drink,Unclassified,50,0%,-29%,Low,50,70,70,50,70,50,50,70,50,50,30,50
famous churros in barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,33%,0%,Low,70,70,70,50,90,70,70,50,50,30,40,40
famous things to do in barcelona,City PDP,Barcelona,Activities & experiences,Things to do block,50,50%,-25%,Medium,70,70,50,40,70,50,40,30,30,20,40,30
fira barcelona metro,City PDP,Barcelona,Getting there & local transport,Unclassified,50,40%,-22%,Low,50,70,30,20,20,40,70,70,40,50,70,70
fm barcelona transport,City PDP,Barcelona,Misc & branded queries,Unclassified,50,-100%,-100%,Unknown,90,70,70,110,90,70,50,0,0,10,10,0
fonda espanya barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,-20%,-56%,Low,90,90,70,40,50,50,20,40,70,50,30,40
fondation joan miro barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,0%,40%,High,50,50,50,40,50,70,90,40,50,70,50,70
food barcelona is known for,City PDP,Barcelona,Food & drink,Unclassified,50,25%,25%,Low,70,70,50,50,50,50,50,20,30,40,40,50
food point barcelona,City PDP,Barcelona,Food & drink,Unclassified,50,-20%,0%,Low,30,50,40,70,70,70,40,70,70,50,50,40
food souvenirs from barcelona,City PDP,Barcelona,Food & drink,Unclassified,50,0%,-71%,Low,70,50,40,10,30,320,30,50,40,20,10,20
foundation joan miro barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,0%,40%,High,50,50,50,40,50,70,90,40,50,70,50,70
free things to do in barcelona at night,City PDP,Barcelona,Budget & value,Things to do block,50,0%,-78%,Low,70,90,70,70,50,70,70,50,30,20,30,20
free things to see in barcelona,City PDP,Barcelona,Budget & value,City attractions block,50,0%,25%,Medium,70,70,50,70,70,70,70,40,30,50,50,50
gaudi things to see in barcelona,City PDP,Barcelona,Art & culture,City attractions block,50,0%,0%,High,30,70,40,40,50,70,40,40,50,40,50,40
georgian food barcelona,City PDP,Barcelona,Food & drink,Unclassified,50,25%,0%,Low,70,50,50,40,40,50,40,50,50,40,40,50
german restaurant barcelona,City PDP,Barcelona,Food & drink,Things to do block,50,125%,0%,Low,70,70,40,70,50,70,50,70,30,40,50,90
go to montserrat from barcelona,City PDP,Barcelona,Nature & outdoors,Nearby block,50,0%,-20%,Medium,70,50,30,40,50,50,40,50,40,40,40,40
going to montserrat from barcelona,City PDP,Barcelona,Nature & outdoors,Nearby block,50,0%,-20%,Medium,70,50,30,40,50,50,40,50,40,40,40,40
good day trips from barcelona,City PDP,Barcelona,Nearby & day trips,Nearby block,50,-22%,40%,High,50,50,70,50,50,70,50,40,40,90,50,70
goth shop barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,0%,-20%,Low,50,40,20,50,70,50,70,30,50,40,70,40
gracia shopping,City PDP,Barcelona,Shopping,Unclassified,50,-25%,-73%,Low,50,70,40,70,50,50,50,30,20,40,20,30
grasshopper ramen barcelona,City PDP,Barcelona,Misc & branded queries,Things to do block,50,-29%,0%,Low,50,40,30,40,40,50,50,40,40,70,30,50
halal pizza barcelona,City PDP,Barcelona,Misc & branded queries,Things to do block,50,133%,250%,Low,90,50,40,90,90,50,50,40,40,30,20,70
harry potter shop barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,0%,-20%,Low,70,70,50,70,90,70,70,40,50,40,30,40
harry potter store barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,0%,0%,Low,70,50,50,50,70,50,90,40,50,50,30,50
health food shop barcelona,City PDP,Barcelona,Food & drink,Unclassified,50,33%,0%,Low,70,70,50,70,50,50,50,50,20,30,30,40
hip restaurants barcelona,City PDP,Barcelona,Food & drink,Things to do block,50,-44%,-64%,Medium,90,110,90,70,40,50,50,20,40,90,30,50
how to get from barcelona airport to barcelona sants,City PDP,Barcelona,Getting there & local transport,Nearby block,50,33%,-20%,Low,50,70,70,70,70,70,70,40,30,30,30,40
how to get from barcelona sants to airport,City PDP,Barcelona,Getting there & local transport,FAQ block,50,0%,-40%,Low,50,90,70,70,40,40,40,30,20,30,30,30
how to get from barcelona to girona by train,City PDP,Barcelona,Nearby & day trips,Nearby block,50,25%,-29%,Medium,90,70,50,50,50,70,70,40,30,40,50,50
how to get from granada to barcelona,City PDP,Barcelona,Misc & branded queries,Nearby block,50,-29%,-29%,Medium,70,70,50,50,40,50,40,40,50,70,50,50
how to get from reus to barcelona,City PDP,Barcelona,Misc & branded queries,Nearby block,50,400%,-29%,Medium,90,70,70,70,50,40,40,10,10,10,30,50
how to get to barcelona beach,City PDP,Barcelona,Beaches & water,How to get block,50,50%,-40%,Low,70,90,110,110,90,70,30,30,10,20,20,30
how to get to barcelona centre from airport,City PDP,Barcelona,Getting there & local transport,How to get block,50,40%,40%,Medium,40,50,40,40,40,50,50,50,30,50,50,70
how to get to barcelona city centre from airport,City PDP,Barcelona,Getting there & local transport,How to get block,50,40%,40%,Medium,40,50,40,40,40,50,50,50,30,50,50,70
how to get to barceloneta beach,City PDP,Barcelona,Beaches & water,FAQ block,50,50%,-40%,Low,70,90,110,110,90,70,30,30,10,20,20,30
how to get to dali museum from barcelona,City PDP,Barcelona,Art & culture,Nearby block,50,25%,-29%,Medium,70,50,50,50,40,50,50,30,40,40,40,50
how to get to montjuic from barcelona,City PDP,Barcelona,Misc & branded queries,Nearby block,50,350%,29%,Low,40,40,50,40,40,90,70,70,30,20,30,90
how to get to the beach in barcelona,City PDP,Barcelona,Beaches & water,How to get block,50,50%,-40%,Low,70,90,110,110,90,70,30,30,10,20,20,30
how to use the bus in barcelona,City PDP,Barcelona,Misc & branded queries,FAQ block,50,25%,0%,Low,50,70,70,90,70,50,70,40,20,40,40,50
important places in barcelona,City PDP,Barcelona,Misc & branded queries,City attractions block,50,75%,40%,Low,50,50,20,20,30,70,50,50,40,40,40,70
kiosko burger barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,25%,-44%,Low,70,70,50,50,70,40,50,40,30,40,50,50
las arenas barcelona shops,City PDP,Barcelona,Misc & branded queries,Unclassified,50,40%,0%,Low,70,70,70,50,70,50,70,50,40,50,40,70
las ramblas to barcelona beach,City PDP,Barcelona,Beaches & water,Things to do block,50,67%,-29%,Low,70,70,90,70,50,50,40,30,20,30,30,50
lindt chocolate barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,25%,-44%,Medium,70,50,50,40,50,110,50,70,50,40,30,50
lloret to barcelona bus,City PDP,Barcelona,Misc & branded queries,Nearby block,50,0%,-50%,Medium,30,70,90,110,70,140,50,10,10,10,10,10
luxury brands barcelona,City PDP,Barcelona,Budget & value,Unclassified,50,600%,250%,Low,40,40,110,110,50,70,50,20,20,10,30,70
luxury shops barcelona,City PDP,Barcelona,Budget & value,Unclassified,50,-40%,-67%,Medium,50,70,70,70,50,70,70,40,50,50,50,30
luxury shops in barcelona,City PDP,Barcelona,Budget & value,Unclassified,50,-40%,-67%,Medium,50,70,70,70,50,70,70,40,50,50,50,30
luxury store barcelona,City PDP,Barcelona,Budget & value,Unclassified,50,133%,40%,Low,70,90,90,70,40,50,50,30,20,30,30,70
mac and cheese barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,75%,0%,Low,90,70,40,50,50,30,50,70,70,40,40,70
malaysian food barcelona,City PDP,Barcelona,Food & drink,Unclassified,50,40%,-22%,Low,90,50,50,70,40,50,70,40,40,50,50,70
mass tourism barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,0%,-43%,Low,50,70,90,40,40,50,30,40,40,40,30,40
metro catalunya barcelona,City PDP,Barcelona,Getting there & local transport,Unclassified,50,0%,-29%,Low,70,50,50,70,50,50,50,40,50,50,40,50
metro pass barcelona prices,City PDP,Barcelona,Getting there & local transport,Transport block,50,0%,0%,Low,70,70,70,70,50,50,50,50,50,50,40,50
metro ticket price in barcelona,City PDP,Barcelona,Getting there & local transport,Transport block,50,0%,0%,Low,70,70,70,70,50,50,50,50,50,50,40,50
mexican in barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,33%,-20%,Low,40,50,70,70,40,70,50,20,40,30,40,40
miami beach barcelona,City PDP,Barcelona,Beaches & water,Things to do block,50,0%,-25%,Low,90,50,90,90,90,50,30,20,30,30,50,30
miro museo barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,0%,0%,High,50,40,30,30,40,50,50,30,40,50,50,50
miro sculpture barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,0%,0%,Low,70,70,70,70,40,50,70,50,30,50,50,50
molecular cuisine barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,-20%,-43%,Low,70,70,50,50,40,70,40,30,30,50,30,40
montgat beach barcelona,City PDP,Barcelona,Beaches & water,Things to do block,50,50%,50%,Low,20,30,110,110,140,40,40,10,10,20,30,30
moroccan breakfast barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,-67%,0%,Low,70,30,50,90,140,30,20,30,30,30,40,10
most beautiful beach near barcelona,City PDP,Barcelona,Beaches & water,Unclassified,50,0%,-20%,Low,70,70,90,110,90,40,30,10,20,40,30,40
most famous places in barcelona,City PDP,Barcelona,Misc & branded queries,City attractions block,50,33%,33%,Medium,50,50,50,50,40,50,50,40,40,30,30,40
most famous restaurant in barcelona,City PDP,Barcelona,Food & drink,Things to do block,50,67%,-29%,Low,70,50,70,40,70,50,50,40,40,30,30,50
most instagrammable places in barcelona,City PDP,Barcelona,Misc & branded queries,City attractions block,50,0%,-67%,Low,70,50,90,50,70,70,50,40,30,30,40,30
most popular beach in barcelona,City PDP,Barcelona,Beaches & water,Things to do block,50,100%,-20%,Low,70,70,70,90,70,50,30,20,20,20,40,40
most popular food in barcelona,City PDP,Barcelona,Food & drink,Things to do block,50,67%,0%,Low,50,90,40,40,40,50,70,40,40,30,30,50
most popular places in barcelona,City PDP,Barcelona,Misc & branded queries,City attractions block,50,40%,40%,Medium,50,70,50,70,70,50,50,40,50,50,30,70
most popular restaurants in barcelona,City PDP,Barcelona,Food & drink,Things to do block,50,0%,-29%,Low,70,90,90,40,50,50,50,30,30,50,30,50
museu d art modern barcelona,City PDP,Barcelona,Art & culture,City attractions block,50,0%,-44%,Medium,40,40,50,30,40,50,50,50,50,50,70,50
museu de arte barcelona,City PDP,Barcelona,Misc & branded queries,City attractions block,50,-43%,-43%,Low,70,50,40,90,50,50,70,40,40,70,50,40
mushroom barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,67%,0%,Low,40,50,70,40,40,50,50,50,40,30,30,50
must see in barcelona in 3 days,City PDP,Barcelona,Sightseeing & landmarks,City attractions block,50,50%,-67%,High,90,110,90,30,40,50,50,30,30,20,30,30
night life in barcelona spain,City PDP,Barcelona,Nightlife,Things to do block,50,-57%,-40%,High,50,10,30,30,50,40,110,50,50,70,50,30
olympic beach barcelona,City PDP,Barcelona,Beaches & water,Things to do block,50,133%,75%,Low,50,50,70,70,50,50,50,30,10,30,40,70
online shopping in barcelona,City PDP,Barcelona,Shopping,Things to do block,50,-20%,-43%,High,50,90,70,50,70,50,70,70,70,50,40,40
online shopping in spain barcelona,City PDP,Barcelona,Shopping,Unclassified,50,-20%,-43%,High,50,90,70,50,70,50,70,70,70,50,40,40
orange shop barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,-29%,-29%,Low,110,50,40,70,70,70,40,40,30,70,40,50
orange store barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,-29%,-29%,Low,110,50,40,70,70,70,40,40,30,70,40,50
paella bar barcelona,City PDP,Barcelona,Food & drink,Things to do block,50,25%,-55%,Low,70,70,70,90,70,50,50,30,30,40,40,50
paella near me barcelona,City PDP,Barcelona,Food & drink,Things to do block,50,-33%,-71%,Low,70,50,90,70,70,30,40,30,30,30,20,20
pantea beach barcelona,City PDP,Barcelona,Beaches & water,Things to do block,50,300%,100%,Low,70,70,90,110,70,30,30,10,10,10,20,40
parc de joan miro barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,0%,25%,Low,70,50,50,70,50,50,70,50,40,50,40,50
picasso barcelona paintings,City PDP,Barcelona,Misc & branded queries,City attractions block,50,0%,-57%,Medium,90,70,70,90,90,70,70,30,30,30,20,30
pizza raval barcelona,City PDP,Barcelona,Neighbourhoods & areas,Neighbourhoods block,50,120%,57%,Low,50,50,40,90,40,50,40,50,70,50,50,110
places around barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,0%,-29%,High,90,70,90,50,70,50,40,30,30,50,50,50
poble sec neighborhood,City PDP,Barcelona,Neighbourhoods & areas,Neighbourhoods block,50,-25%,-25%,Low,40,90,70,50,50,50,50,50,30,40,30,30
poblenou neighborhood,City PDP,Barcelona,Neighbourhoods & areas,Neighbourhoods block,50,-29%,-29%,Low,50,50,50,50,30,70,30,40,40,70,50,50
popular things in barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,25%,-29%,Low,50,50,50,70,70,50,70,50,50,40,50,50
quiet beach barcelona,City PDP,Barcelona,Beaches & water,Things to do block,50,200%,-40%,Low,40,70,140,140,110,30,10,10,10,10,10,30
quirky things to do in barcelona,City PDP,Barcelona,Activities & experiences,Things to do block,50,-29%,0%,High,50,50,70,70,70,50,40,40,20,70,70,50
rainy day activities barcelona,City PDP,Barcelona,Activities & experiences,Unclassified,50,57%,-21%,Medium,50,50,10,40,30,90,70,30,70,70,40,110
restaurant tokyo sushi barcelona,City PDP,Barcelona,Food & drink,Things to do block,50,25%,-55%,Low,90,70,30,70,50,50,50,50,50,40,40,50
restaurants near gothic quarter barcelona,City PDP,Barcelona,Food & drink,Things to do block,50,100%,-56%,Medium,90,110,70,70,40,70,20,40,20,20,30,40
rock shop barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,33%,-56%,Low,70,50,40,70,50,50,70,40,30,30,40,40
rubber duck shop barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,133%,-22%,Low,70,70,90,70,70,50,70,30,50,30,50,70
russian store barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,33%,-20%,Low,70,70,40,50,50,70,70,50,50,30,40,40
sants bus,City PDP,Barcelona,Misc & branded queries,Unclassified,50,0%,25%,Low,30,40,50,50,50,50,30,50,40,50,50,50
seafood restaurant barcelona near me,City PDP,Barcelona,Food & drink,Things to do block,50,50%,-67%,Medium,70,90,70,70,70,50,50,40,50,20,20,30
season tapas restaurant barcelona,City PDP,Barcelona,Food & drink,Things to do block,50,120%,175%,Low,40,50,20,20,30,50,50,40,50,50,40,110
shopping barcelona sonntag,City PDP,Barcelona,Shopping,Unclassified,50,600%,-36%,Low,90,70,70,30,40,50,50,40,20,10,40,70
shopping u barceloni,City PDP,Barcelona,Shopping,Unclassified,50,25%,-44%,Low,110,90,50,40,50,90,70,50,40,40,20,50
soho barcelona beach house,City PDP,Barcelona,Beaches & water,Things to do block,50,150%,0%,Low,70,50,70,70,70,50,20,20,30,20,20,50
soho beach barcelona,City PDP,Barcelona,Beaches & water,Things to do block,50,300%,0%,Low,70,90,140,90,70,40,20,10,10,10,20,40
soho house little beach house barcelona,City PDP,Barcelona,Beaches & water,Things to do block,50,100%,-56%,Low,90,90,90,140,50,30,10,10,10,20,40,40
spain day tours barcelona,City PDP,Barcelona,Nearby & day trips,Unclassified,50,40%,0%,Medium,70,70,50,70,70,70,40,30,20,50,50,70
sports bar barcelona pizza,City PDP,Barcelona,Nightlife,Things to do block,50,0%,-29%,Low,90,70,50,50,50,50,50,30,50,50,50,50
squid ink paella barcelona,City PDP,Barcelona,Food & drink,Things to do block,50,100%,-43%,Low,70,90,90,70,50,40,30,30,30,20,20,40
tacos barcelone halal,City PDP,Barcelona,Misc & branded queries,Unclassified,50,-25%,-57%,Low,70,50,50,50,90,40,50,70,70,40,30,30
taiyaki barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,25%,0%,Low,50,70,70,70,70,50,40,40,40,40,50,50
tapas 24 barcelona diagonal,City PDP,Barcelona,Food & drink,Things to do block,50,-47%,125%,Low,30,20,30,30,30,20,30,20,20,170,70,90
tapas bar gothic quarter barcelona,City PDP,Barcelona,Food & drink,Things to do block,50,67%,-44%,Low,70,70,70,70,50,70,50,30,50,30,30,50
tapas food barcelona,City PDP,Barcelona,Food & drink,Things to do block,50,75%,75%,Low,110,70,50,70,30,30,40,40,30,40,40,70
the best things to do in barcelona,City PDP,Barcelona,Activities & experiences,Things to do block,50,67%,-29%,High,70,90,50,50,50,70,40,40,10,30,40,50
things not to miss in barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,0%,0%,High,70,70,50,40,50,50,40,40,30,50,50,50
things to do in barcelona alone,City PDP,Barcelona,Activities & experiences,Things to do block,50,25%,-29%,High,50,50,70,70,50,50,40,30,20,40,40,50
things to do in barcelona on a rainy day,City PDP,Barcelona,Activities & experiences,Things to do block,50,57%,0%,High,50,50,10,50,50,50,40,10,70,70,20,110
things to do in barcelona tomorrow,City PDP,Barcelona,Activities & experiences,Things to do block,50,-40%,-40%,High,50,40,50,70,70,70,90,40,50,50,40,30
things to see near barcelona,City PDP,Barcelona,Sightseeing & landmarks,City attractions block,50,40%,0%,High,70,70,50,50,70,50,40,40,40,50,70,70
tickets barcelona transport,City PDP,Barcelona,Misc & branded queries,Unclassified,50,40%,133%,Medium,50,70,40,70,90,50,50,50,40,50,50,70
tickets visit barcelona com,City PDP,Barcelona,Misc & branded queries,Unclassified,50,25%,25%,High,50,50,50,50,70,70,70,70,50,40,40,50
to do barcelona today,City PDP,Barcelona,Misc & branded queries,Unclassified,50,0%,-20%,High,70,50,50,70,40,70,50,40,30,40,30,40
to do in barcelona today,City PDP,Barcelona,Activities & experiences,Things to do block,50,0%,-20%,High,70,50,50,70,40,70,50,40,30,40,30,40
tomato barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,50,-29%,25%,Low,50,50,50,50,40,30,40,40,50,70,50,50
top 5 restaurants barcelona,City PDP,Barcelona,Food & drink,Things to do block,50,0%,-40%,Medium,70,70,70,40,50,30,40,30,20,30,40,30
top day trips from barcelona,City PDP,Barcelona,Nearby & day trips,Nearby block,50,-43%,-43%,High,50,70,70,50,50,50,70,40,10,70,40,40
top food in barcelona,City PDP,Barcelona,Food & drink,Things to do block,50,0%,-44%,Low,70,70,50,50,50,50,40,50,30,50,30,50
top things to do in barcelona in 3 days,City PDP,Barcelona,Activities & experiences,Things to do block,50,0%,-22%,High,70,40,50,50,70,70,40,10,30,70,70,70
